numero_leccion,titulo,url,descripcion,ejemplos_codigo,categoria
11,Code Challenge,https://www.w3schools.com/python/python_challenges_output.asp,"Python Output Code Challenge
Challenge: Output / Print
Test your understanding of Python output by completing a small coding challenge.",,Python Básico
12,Python Comments,https://www.w3schools.com/python/python_comments.asp,"Python Comments
Comments can be used to explain Python code.
Comments can be used to make the code more readable.
Comments can be used to prevent execution when testing code.
Creating a Comment
Comments starts with a # , and Python will 
ignore them:
Example
Comments can be placed at the end of a line, and Python will ignore the rest 
of the line:
Example
A comment does not have to be text that explains the code, it can also be used to 
prevent Python from executing code:
Example
Multiline Comments
Python does not really have a syntax for multiline comments.
To add a multiline comment you could insert a # for each line:
Example
Or, not quite as intended, you can use a multiline string.
Since Python will ignore string literals that are not assigned to a variable, you can add a multiline string (triple quotes) in your code, and place your comment inside it:
Example
As long as the string is not assigned to a variable, Python will read the code, but then ignore it, and you have made a multiline comment.
Video: Python Comments","#This is a comment

print(""Hello, World!"")
---
print(""Hello, World!"") #This is a comment
---
#print(""Hello, World!"")
print(""Cheers, Mate!"")
---
#This is a comment
#written in
#more than just one line
print(""Hello,
  World!"")
---
""""""
This is a comment
written in
more than just
  one line
""""""
print(""Hello, World!"")",Python Básico
13,Comments,https://www.w3schools.com/python/python_comments.asp,"Python Comments
Comments can be used to explain Python code.
Comments can be used to make the code more readable.
Comments can be used to prevent execution when testing code.
Creating a Comment
Comments starts with a # , and Python will 
ignore them:
Example
Comments can be placed at the end of a line, and Python will ignore the rest 
of the line:
Example
A comment does not have to be text that explains the code, it can also be used to 
prevent Python from executing code:
Example
Multiline Comments
Python does not really have a syntax for multiline comments.
To add a multiline comment you could insert a # for each line:
Example
Or, not quite as intended, you can use a multiline string.
Since Python will ignore string literals that are not assigned to a variable, you can add a multiline string (triple quotes) in your code, and place your comment inside it:
Example
As long as the string is not assigned to a variable, Python will read the code, but then ignore it, and you have made a multiline comment.
Video: Python Comments","#This is a comment

print(""Hello, World!"")
---
print(""Hello, World!"") #This is a comment
---
#print(""Hello, World!"")
print(""Cheers, Mate!"")
---
#This is a comment
#written in
#more than just one line
print(""Hello,
  World!"")
---
""""""
This is a comment
written in
more than just
  one line
""""""
print(""Hello, World!"")",Python Básico
14,Code Challenge,https://www.w3schools.com/python/python_challenges_comments.asp,"Python Comments Code Challenge
Challenge: Comments
Test your understanding of Python comments by completing a small coding challenge.",,Python Básico
15,Python Variables,https://www.w3schools.com/python/python_variables.asp,"Python Variables
Variables
Variables are containers for storing data values.
Creating Variables
Python has no command for declaring a variable.
A variable is created the moment you first assign a value to it.
Example
Variables do not need to be declared with any particular type , and can even change type after they have been set.
Example
Casting
If you want to specify the data type of a variable, this can be done with casting.
Example
Get the Type
You can get the data type of a variable with the type() function.
Example
Single or Double Quotes?
String variables can be declared either by using single or double quotes:
Example
Case-Sensitive
Variable names are case-sensitive.
Example
This will create two variables:
Video: Python Variables","x = 5

y = ""John""

print(x)

print(y)
---
x = 4       # x is of type int

x = ""Sally"" # x is now of type str

print(x)
---
x =
  str(3)    # x will be '3'
y = int(3)    # y
  will be 3
z = float(3)  # z will be 3.0
---
x = 5
y = ""John""
print(type(x))
print(type(y))
---
x = ""John""
# is the same as
x =
  'John'
---
a = 4
A =
  ""Sally""
#A will not overwrite a",Python Básico
16,Python Variables,https://www.w3schools.com/python/python_variables.asp,"Python Variables
Variables
Variables are containers for storing data values.
Creating Variables
Python has no command for declaring a variable.
A variable is created the moment you first assign a value to it.
Example
Variables do not need to be declared with any particular type , and can even change type after they have been set.
Example
Casting
If you want to specify the data type of a variable, this can be done with casting.
Example
Get the Type
You can get the data type of a variable with the type() function.
Example
Single or Double Quotes?
String variables can be declared either by using single or double quotes:
Example
Case-Sensitive
Variable names are case-sensitive.
Example
This will create two variables:
Video: Python Variables","x = 5

y = ""John""

print(x)

print(y)
---
x = 4       # x is of type int

x = ""Sally"" # x is now of type str

print(x)
---
x =
  str(3)    # x will be '3'
y = int(3)    # y
  will be 3
z = float(3)  # z will be 3.0
---
x = 5
y = ""John""
print(type(x))
print(type(y))
---
x = ""John""
# is the same as
x =
  'John'
---
a = 4
A =
  ""Sally""
#A will not overwrite a",Python Básico
17,Variable Names,https://www.w3schools.com/python/python_variables_names.asp,"Python - Variable Names
Variable Names
A variable can have a short name (like x and y) or a more descriptive name (age, carname, total_volume).
Rules for Python variables:
A variable name must start with a letter or the underscore character
A variable name cannot start with a number
A variable name can only contain alpha-numeric characters and underscores (A-z, 0-9, and _ )
Variable names are case-sensitive (age, Age and AGE are three different variables)
A variable name cannot be any of the Python keywords .
Example
Legal variable names:
Example
Illegal variable names:
Remember that variable names are case-sensitive
Multi Words Variable Names
Variable names with more than one word can be difficult to read.
There are several techniques you can use to make them more readable:
Camel Case
Each word, except the first, starts with a capital letter:
Pascal Case
Each word starts with a capital letter:
Snake Case
Each word is separated by an underscore character:
Video: Python Variable Names","myvar = ""John""
my_var = ""John""
_my_var = ""John""
myVar = ""John""

  MYVAR = ""John""
myvar2 = ""John""
---
2myvar = ""John""
my-var = ""John""

  my var = ""John""",Python Básico
18,Assign Multiple Values,https://www.w3schools.com/python/python_variables_multiple.asp,"Python Variables - Assign Multiple Values
Many Values to Multiple Variables
Python allows you to assign values to multiple variables in one line:
Example
Note: Make sure the number of variables matches the number of values, or else you will get an error.
One Value to Multiple Variables
And you can assign the same value to multiple variables in one line:
Example
Unpack a Collection
If you have a collection of values in a list , tuple etc.
Python allows you to extract the values into variables. This is called unpacking .
Example
Unpack a list:
Learn more about unpacking in our Unpack Tuples Chapter.
Video: Python Variable Names","x, y, z = ""Orange"", ""Banana"", ""Cherry""
print(x)
print(y)
print(z)
---
x = y = z = ""Orange""
print(x)
print(y)
print(z)
---
fruits = [""apple"", ""banana"", ""cherry""]

x, y, z = fruits

print(x)

print(y)

print(z)",Python Básico
19,Output Variables,https://www.w3schools.com/python/python_variables_output.asp,"Python - Output Variables
Output Variables
The print() function is often used to output variables.
Example
In the print() function, you output multiple 
variables, separated by a comma:
Example
You can also use the + operator to output 
multiple variables:
Example
Notice the space character after ""Python "" and ""is "" ,
  without them the result would be ""Pythonisawesome"".
For numbers, the + character works as a mathematical operator:
Example
In the print() function, when you try to 
combine a string and a number with the + operator, Python will give you an error:
Example
The best way to output multiple variables in the print() function is to separate them with commas,
which even support different data types:
Example
Video: Python Output Variables","x = ""Python is awesome""

print(x)
---
x = ""Python""
y = ""is""
z = ""awesome""
print(x, y, z)
---
x = ""Python ""
y = ""is ""
z = ""awesome""
print(x
  + y + z)
---
x = 5
y = 10
print(x + y)
---
x = 5
y = ""John""
print(x + y)
---
x = 5
y = ""John""
print(x, y)",Python Básico
20,Global Variables,https://www.w3schools.com/python/python_variables_global.asp,"Python - Global Variables
Global Variables
Variables that are created outside of a function (as in all of the examples 
in the previous pages) are known as global variables.
Global variables can be used by everyone, both inside of 
functions and outside.
Example
Create a variable outside of a function, and use it inside the function
If you create a variable with the same name inside a function, this variable 
will be local, and can only be used inside the function. The global variable 
with the same name will remain as it was, global and with the original value.
Example
Create a variable inside a function, with the same name as the global 
  variable
The global Keyword
Normally, when you create a variable inside a function, that variable is 
local, and can only be used inside that function.
To create a global variable inside a function, you can use the global keyword.
Example
If you use the global keyword, the variable belongs to the global scope:
Also, use the global keyword if you want to change a global variable inside a function.
Example
To change the value of a global variable inside a function, refer to the 
  variable by using the global keyword:
Video: Python Global Variables","x = ""awesome""

  def myfunc():
  print(""Python is "" + x)
myfunc()
---
x = ""awesome""

  def myfunc():
  x = ""fantastic""
  print(""Python is "" + x)
myfunc()


print(""Python is "" + x)
---
def myfunc():
  global x
  x = ""fantastic""
myfunc()


print(""Python is "" + x)
---
x = ""awesome""
def myfunc():
  global x
  x = ""fantastic""
myfunc()


print(""Python is "" + x)",Python Básico
21,Variable Exercises,https://www.w3schools.com/python/python_variables_exercises.asp,"Python - Variable Exercises
Test Yourself With Exercises
Now you have learned a lot about variables, and how to use them in Python.
Are you ready for a test?
Test your Python Variables skills with exercises from all categories:
Exercises
Tip: Sign in to track your progress.
Variables 3 exercises
Variable Names 3 exercises
Multiple Variable Values 3 exercises
Output Variable 3 exercises
Global Variable 3 exercises
Log in to track your progress
If you haven't already, sign up to become a W3Schooler, and get points for every exercise you complete.
As a logged-in W3Schools user you will have access to many features like having your own web page , track your learning progress , receive personal guided paths , and more .
The Exercise
The exercises are a mix of ""multiple choice"" and ""fill in the blanks"" questions.
There are between 3 and 9 questions in each category.
The answer can be found in the corresponding tutorial chapter.
If you're stuck, or answer wrong, you can try again or hit the ""Show Answer"" button to see the correct answer.
Find a complete collection of Python Exercises for each chapter in this tutorial in our Python Exercises page.",,Python Básico
22,Code Challenge,https://www.w3schools.com/python/python_challenges_variables.asp,"Python Variables Code Challenge
Challenge: Variables
Test your understanding of Python variables by completing a small coding challenge.",,Python Básico
23,Python Data Types,https://www.w3schools.com/python/python_datatypes.asp,"Python Data Types
Built-in Data Types
In programming, data type is an important concept.
Variables can store data of different types, and different types can do 
different things.
Python has the following data types built-in by default, in these categories:
Text Type:
str
Numeric Types:
int , float , complex
Sequence Types:
list , tuple , range
Mapping Type:
dict
Set Types:
set , frozenset
Boolean Type:
bool
Binary Types:
bytes , bytearray , memoryview
None Type:
NoneType
Getting the Data Type
You can get the data type of any object by using the type() function:
Example
Print the data type of the variable x:
Setting the Data Type
In Python, the data type is set when you assign a value to a variable:
Example
Data Type
Try it
x = ""Hello World""
str
x = 20
int
x = 20.5
float
x = 1j
complex
x = [""apple"", ""banana"", ""cherry""]
list
x = (""apple"", ""banana"", ""cherry"")
tuple
x = range(6)
range
x = {""name"" : ""John"", ""age"" : 36}
dict
x = {""apple"", ""banana"", ""cherry""}
set
x = frozenset({""apple"", ""banana"", ""cherry""})
frozenset
x = True
bool
x = b""Hello""
bytes
x = bytearray(5)
bytearray
x = memoryview(bytes(5))
memoryview
x = None
NoneType
Setting the Specific Data Type
If you want to specify the data type, you can use the following 
constructor functions:
Example
Data Type
Try it
x = str(""Hello World"")
str
x = int(20)
int
x = float(20.5)
float
x = complex(1j)
complex
x = list((""apple"", ""banana"", ""cherry""))
list
x = tuple((""apple"", ""banana"", ""cherry""))
tuple
x = range(6)
range
x = dict(name=""John"", age=36)
dict
x = set((""apple"", ""banana"", ""cherry""))
set
x = frozenset((""apple"", ""banana"", ""cherry""))
frozenset
x = bool(5)
bool
x = bytes(5)
bytes
x = bytearray(5)
bytearray
x = memoryview(bytes(5))
memoryview","x = 5

print(type(x))",Python Básico
24,Data Types,https://www.w3schools.com/python/python_datatypes.asp,"Python Data Types
Built-in Data Types
In programming, data type is an important concept.
Variables can store data of different types, and different types can do 
different things.
Python has the following data types built-in by default, in these categories:
Text Type:
str
Numeric Types:
int , float , complex
Sequence Types:
list , tuple , range
Mapping Type:
dict
Set Types:
set , frozenset
Boolean Type:
bool
Binary Types:
bytes , bytearray , memoryview
None Type:
NoneType
Getting the Data Type
You can get the data type of any object by using the type() function:
Example
Print the data type of the variable x:
Setting the Data Type
In Python, the data type is set when you assign a value to a variable:
Example
Data Type
Try it
x = ""Hello World""
str
x = 20
int
x = 20.5
float
x = 1j
complex
x = [""apple"", ""banana"", ""cherry""]
list
x = (""apple"", ""banana"", ""cherry"")
tuple
x = range(6)
range
x = {""name"" : ""John"", ""age"" : 36}
dict
x = {""apple"", ""banana"", ""cherry""}
set
x = frozenset({""apple"", ""banana"", ""cherry""})
frozenset
x = True
bool
x = b""Hello""
bytes
x = bytearray(5)
bytearray
x = memoryview(bytes(5))
memoryview
x = None
NoneType
Setting the Specific Data Type
If you want to specify the data type, you can use the following 
constructor functions:
Example
Data Type
Try it
x = str(""Hello World"")
str
x = int(20)
int
x = float(20.5)
float
x = complex(1j)
complex
x = list((""apple"", ""banana"", ""cherry""))
list
x = tuple((""apple"", ""banana"", ""cherry""))
tuple
x = range(6)
range
x = dict(name=""John"", age=36)
dict
x = set((""apple"", ""banana"", ""cherry""))
set
x = frozenset((""apple"", ""banana"", ""cherry""))
frozenset
x = bool(5)
bool
x = bytes(5)
bytes
x = bytearray(5)
bytearray
x = memoryview(bytes(5))
memoryview","x = 5

print(type(x))",Python Básico
25,Code Challenge,https://www.w3schools.com/python/python_challenges_datatypes.asp,"Python Data Types Code Challenge
Challenge: Data Types
Test your understanding of Python data types by completing a small coding challenge.",,Python Básico
26,Python Numbers,https://www.w3schools.com/python/python_numbers.asp,"Python Numbers
Python Numbers
There are three numeric types in Python:
int
float
complex
Variables of numeric types are created when you assign a value to them:
Example
To verify the type of any object in Python, use the type() function:
Example
Int
Int, or integer, is a whole number, 
positive or negative, without decimals, of unlimited length.
Example
Integers:
Float
Float, or ""floating point number"" is a number, positive or negative, containing one or more decimals.
Example
Floats:
Float can also be scientific numbers with an ""e"" to indicate the power of 10.
Example
Floats:
Complex
Complex numbers are written with a ""j"" as the imaginary part:
Example
Complex:
Type Conversion
You can convert from one type to another with the int() , float() , and complex() methods:
Example
Convert from one type to another:
Note: You cannot convert complex numbers into another number type.
Random Number
Python does not have a random() function to 
make a random number, but Python has a built-in module called random that can be used to make random numbers:
Example
Import the random module, and display a random number from 1 to 9:
In our Random Module Reference you will learn more about the Random module.","x = 1
  # int
y = 2.8  # float
z = 1j   # complex
---
print(type(x))
print(type(y))
print(type(z))
---
x = 1
y = 35656222554887711
z =
  -3255522
print(type(x))
print(type(y))
print(type(z))
---
x = 1.10
y = 1.0
z = -35.59
print(type(x))
print(type(y))
print(type(z))
---
x = 35e3
y = 12E4
z = -87.7e100
print(type(x))
print(type(y))

  print(type(z))
---
x = 3+5j
y = 5j
z = -5j
print(type(x))
print(type(y))

  print(type(z))
---
x = 1    # int
y = 2.8  # float
z = 1j   # complex
#convert from int to float:

  a = float(x)
#convert from float to int:

  b = int(y)
#convert from int to complex:
c = complex(x)
print(a)
print(b)

  print(c)
print(type(a))
print(type(b))

  print(type(c))
---
import random
print(random.randrange(1, 10))",Python Básico
27,Numbers,https://www.w3schools.com/python/python_numbers.asp,"Python Numbers
Python Numbers
There are three numeric types in Python:
int
float
complex
Variables of numeric types are created when you assign a value to them:
Example
To verify the type of any object in Python, use the type() function:
Example
Int
Int, or integer, is a whole number, 
positive or negative, without decimals, of unlimited length.
Example
Integers:
Float
Float, or ""floating point number"" is a number, positive or negative, containing one or more decimals.
Example
Floats:
Float can also be scientific numbers with an ""e"" to indicate the power of 10.
Example
Floats:
Complex
Complex numbers are written with a ""j"" as the imaginary part:
Example
Complex:
Type Conversion
You can convert from one type to another with the int() , float() , and complex() methods:
Example
Convert from one type to another:
Note: You cannot convert complex numbers into another number type.
Random Number
Python does not have a random() function to 
make a random number, but Python has a built-in module called random that can be used to make random numbers:
Example
Import the random module, and display a random number from 1 to 9:
In our Random Module Reference you will learn more about the Random module.","x = 1
  # int
y = 2.8  # float
z = 1j   # complex
---
print(type(x))
print(type(y))
print(type(z))
---
x = 1
y = 35656222554887711
z =
  -3255522
print(type(x))
print(type(y))
print(type(z))
---
x = 1.10
y = 1.0
z = -35.59
print(type(x))
print(type(y))
print(type(z))
---
x = 35e3
y = 12E4
z = -87.7e100
print(type(x))
print(type(y))

  print(type(z))
---
x = 3+5j
y = 5j
z = -5j
print(type(x))
print(type(y))

  print(type(z))
---
x = 1    # int
y = 2.8  # float
z = 1j   # complex
#convert from int to float:

  a = float(x)
#convert from float to int:

  b = int(y)
#convert from int to complex:
c = complex(x)
print(a)
print(b)

  print(c)
print(type(a))
print(type(b))

  print(type(c))
---
import random
print(random.randrange(1, 10))",Python Básico
28,Code Challenge,https://www.w3schools.com/python/python_challenges_numbers.asp,"Python Numbers Code Challenge
Challenge: Numbers
Test your understanding of Python number types by completing a small coding challenge.",,Python Básico
29,Python Casting,https://www.w3schools.com/python/python_casting.asp,"Python Casting
Specify a Variable Type
There may be times when you want to specify a type on to a variable. This can be done with casting. Python is an object-orientated language, and as such it uses classes to define data types, including its primitive types.
Casting in python is therefore done using constructor functions:
int() - constructs an integer number from an integer literal, a float literal (by removing 
    all decimals), or a string literal (providing the string represents a whole number)
float() - constructs a float number from an integer literal, a float literal or a string literal (providing the string represents a float or an integer)
str() - constructs a string from a wide variety of data types, including strings, integer literals and float literals
Example
Integers:
Example
Floats:
Example
Strings:","x = int(1)   # x will be 1

y = int(2.8) # y will be 2

z = int(""3"") # z will be 3
---
x = float(1)     # x will be 1.0

y = float(2.8)   # y will be 2.8

z = float(""3"")   # z will be 3.0

w = float(""4.2"") # w will be 4.2
---
x = str(""s1"") # x will be 's1'

y = str(2)    # y will be '2'

z = str(3.0)  # z will be '3.0'",Python Básico
